refnis,moyenne_evitees,ci_2.5,ci_97.5
24048,3223.663682012957,3071.2507538822256,3381.321051535479
23099,3896.349673465138,3762.343380216559,4024.9730039473475
71016,20236.869265601985,19431.001636068057,21051.76682019565
63079,12923.950302461191,12314.205089000714,13536.939963108405
93018,545.217751971724,500.6077095933619,590.3473343158032
93010,903.1593943952196,829.2623528688127,977.9170597716383
92137,7741.214938464845,7436.204749889752,8055.192107381958
85009,1438.2189492075795,1350.658255009786,1528.8101582592797
84043,1605.5190295824318,1522.7097237466057,1691.8079959656152
36010,2045.6236228763346,1950.8150774410087,2150.5520213158434
36006,2417.061646468586,2295.0278238918027,2547.191326202084
24133,1423.1319108955138,1341.8154932803652,1509.643455150487
23009,353.83472195974673,332.8656223321518,375.7863797198894
23003,5797.717853599245,5581.324489842709,6016.612283242446
13011,7821.114847168077,7505.19027675805,8145.5888603809935
12040,6064.055301793566,5783.450059869239,6351.084847932086
82014,809.1848566001177,754.2698557978218,866.7793285618496
81013,296.1410621666873,275.19695619312535,317.8877286269948
81003,934.0782945011638,877.5487924800728,992.2806711509538
63089,1583.1205182304973,1501.1947429078507,1668.9442669151158
63048,1643.4157240566533,1561.944091315131,1728.5136410528812
73028,11.787347661980236,10.883079912406966,12.769193685877816
25121,7962.519738447136,7645.438236238368,8283.154209031649
21009,22961.219743296002,22225.945792493687,23670.951820973976
72020,10612.302948482591,10128.435444903986,11093.662552442529
63075,569.2135501438671,519.7845695236647,618.6004618996009
11007,2138.50180153193,2002.319802843379,2276.039717616174
63058,2421.893171045376,2291.6179584215874,2552.2739449137175
53084,1969.3259648724447,1846.2257404665827,2096.2579201512626
53028,5357.8948168208535,5167.358336909986,5554.8249252400055
32010,1748.1654454616678,1664.5178087368713,1842.0738977312265
32003,3087.884986043434,2880.536070426209,3305.011779817243
81004,4433.153428638984,4268.005545481818,4601.096126199254
64034,3857.8804979083375,3657.383907047601,4068.138071625762
58004,4791.806162548395,4626.512754303155,4963.601581798727
52018,2285.10215250819,2166.8496271171393,2403.8241316310337
35013,16871.4159861621,16149.211681022745,17593.670862631603
25118,813.8478847720346,771.1536957926025,858.5849856608957
25015,3085.3750033066713,2961.5067005305536,3213.6188805910997
23088,9945.911979932107,9372.184136105292,10505.372146862577
21012,14283.831639992633,13709.682690449488,14840.9050409543
64008,686.5855491461066,648.9256126810377,726.390660693492
62108,5181.14557638187,4977.004210737216,5391.288484536627
62011,1952.1609429587525,1868.77426429283,2038.9952418656276
61079,849.9665424749506,788.079540997956,913.5676232525612
61048,536.6242185397646,497.55201728739394,576.778599406555
24007,2842.4728405918872,2728.2949780746435,2962.8980408784637
13025,8652.30849877937,8289.245398517134,9033.426154362589
13002,596.8493428176189,563.6573042080971,632.9936566329383
72042,5346.022703475409,5056.025386052733,5653.036174455727
71024,3179.307199161911,3031.0677280637865,3338.7162990990378
92054,1498.1260777435148,1402.2603146751849,1598.0625516265563
92035,3231.981092250036,3048.8913300324934,3427.1354852376544
62100,4275.632447208943,4074.3442300897514,4479.755702106192
56086,3709.98513999641,3529.0617036407457,3896.711507472028
52022,4590.740664471139,4477.312379368676,4703.193313163802
34040,12386.287240151734,11841.416313027059,12939.284716265853
34009,3591.54806021238,3437.5910078094203,3756.7667615157834
73022,1362.8943246961621,1294.7882768362679,1434.2013450038974
25072,8751.648581618716,8410.275667507847,9098.248136748278
13031,2944.1852932774855,2828.370046308167,3068.3305424192467
85026,804.1936062314581,755.8877422103061,854.901421732018
83034,3770.5420182843654,3578.7016245346217,3963.2870587341217
61031,4921.82886147605,4751.1184289675875,5097.553510808986
42028,4565.063415289522,4277.119188971287,4855.644813129426
42023,2485.011562759847,2390.511456869538,2585.6670060411
41048,8781.357889484947,8438.91857940385,9124.060536793808
34013,7541.211299387612,7195.243296135989,7891.901563886287
34002,3169.4880911963255,3044.810121067733,3303.1335141361674
25124,1623.4147248611634,1548.7470956307773,1701.680072181211
24109,3727.2791431203386,3588.2131122086257,3868.8677431942497
13053,3790.318256909915,3645.561068496996,3944.9788079742602
13013,2998.102333036602,2894.7210824432573,3104.9700387727016
83031,605.9716639995709,563.1152811159328,650.4702673508978
72003,2686.342704887934,2580.985216513626,2802.9935521660955
71017,1650.0088516358617,1585.29604038977,1721.6582842304358
62120,7034.292287740397,6763.448764516056,7308.8899618032565
62096,13903.598891813583,13234.749489946636,14580.610431017138
62093,5033.700262719433,4741.51080197939,5329.1737216045285
62006,2688.9219467087523,2568.038978067736,2818.239150000054
62003,7191.444968842759,6898.232100907285,7497.698956788626
56001,3308.760346281474,3224.1166221967856,3391.5891114637825
53014,5012.665765868661,4812.967931550229,5221.015357054364
46013,2959.9881676207565,2814.093132297525,3118.6368992184543
36008,9357.026930703114,8959.53011530546,9762.552509350711
23033,2148.159319854975,2073.14677582729,2225.6582533123487
11056,5072.1998705722635,4893.037682679254,5259.331831595685
11038,2246.2303891592646,2133.7277396498407,2359.890232764788
